Andaman and Nicobar (AN),State,,,,
BI,Beed,Beed,"2,585,962","10,693",242
BH,Bhandara,Bhandara,"1,198,810","3,890",293
BU,Buldhana,Buldhana,"2,588,039","9,661",268
CH,Chandrapur,Chandrapur,"2,194,262","11,443",192
DH,Dhule,Dhule,"2,048,781","8,095",285
GA,Gadchiroli,Gadchiroli,"1,071,795","14,412",74
GO,Gondia,Gondia,"1,322,331","5,431",253
HI,Hingoli,Hingoli,"1,178,973","4,526",244
JG,Jalgaon,Jalgaon,"4,224,442","11,765",359
JN,Jalna,Jalna,"1,958,483","7,718",255
KO,Kolhapur,Kolhapur,"3,874,015","7,685",504
LA,Latur,Latur,"2,455,543","7,157",343
MC,Mumbai City,Mumbai,"3,145,966",69,"20,038"
MU,Mumbai suburban,Bandra (East),"9,332,481",369,"20,925"
ND,Nanded,Nanded,"3,356,566","10,528",319
NB,Nandurbar,Nandurbar,"1,646,177","5,055",276
NG,Nagpur,Nagpur,"4,653,171","9,892",470
NS,Nashik,Nashik,"6,109,052","15,539",393
OS,Osmanabad,Osmanabad,"1,660,311","7,569",219
Not Yet Assigned,Palghar,Palghar,Survey Pending,Pending,Pending
PA,Parbhani,Parbhani,"1,835,982","6,511",295
PU,Pune,Pune,"9,426,959","15,643",603
RG,Raigad,Alibag,"2,635,394","7,152",368
RT,Ratnagiri,Ratnagiri,"1,612,672","8,208",196
SN,Sangli,Sangli,"2,820,575","8,572",329
ST,Satara,Satara,"3,003,922","10,475",287
SI,Sindhudurg,Oros,"848,868","5,207",163
SO,Solapur,Solapur,"4,315,527","14,895",290
TH,Thane,Thane,"11,060,148","9,558","1,157"
WR,Wardha,Wardha,"1,296,157","6,309",205
WS,Washim,Washim,"1,196,714","5,155",244
YA,Yavatmal,Yavatmal,"2,775,457","13,582",204
Manipur (MN)[edit],State,,,,
BI,Bishnupur,Bishnupur,"240,363",496,415
TH,Thoubal,Thoubal,"420,517",514,713
EI,Imphal East,Porompat,"452,661",710,555
WI,Imphal West,Lamphelpat,"514,683",519,847
SE,Senapati,Senapati,"354,772","3,269",116
UK,Ukhrul,Ukhrul,"183,115","4,547",31
CD,Chandel,Chandel,"144,028","3,317",37
CC,Churachandpur,Churachandpur,"271,274","4,574",50
TA,Tamenglong,Tamenglong,"140,143","4,391",25
Not yet assigned,Jiribam,Jiribam,Survey pending,Pending,Pending
KPI,Kangpokpi (Sadar Hills),Kangpokpi,Survey pending,Pending,Pending
KAK,Kakching,Kakching,Survey pending,Pending,Pending
Not yet assigned,Tengnoupal,Tengnoupal,Survey pending,Pending,Pending
Not yet assigned,Kamjong,Kamjong,Survey pending,Pending,Pending
Not yet assigned,Noney,Noney(Longmai),Survey pending,Pending,Pending
PZ,Pherzawl,Pherzawl,Survey pending,Pending,Pending
Meghalaya (ML)[edit],State,,,,
EG,East Garo Hills,Williamnagar,"317,618","2,603",121
EK,East Khasi Hills,Shillong,"824,059","2,752",292
Not Yet Assigned,East Jaintia Hills,Khliehriat,"122,436","2,115",58
Not Yet Assigned,North Garo Hills,Resubelpara,"118,325","1,113",106
RB,Ri Bhoi,Nongpoh,"258,380","2,378",109
SG,South Garo Hills,Baghmara,"142,574","1,850",77
Not Yet Assigned,South West Garo Hills,Ampati,Survey Pending,Pending,Pending
Not Yet Assigned,South West Khasi Hills,Mawkyrwat,"110,152","1,341",82
WG,West Jaintia Hills,Jowai,"270,352","1,693",160
WG,West Garo Hills,Tura,"642,923","3,714",173
WK,West Khasi Hills,Nongstoin,"385,601","5,247",73
Mizoram (MZ)[edit],State,,,,
AI,Aizawl,Aizawl,"404,054","3,577",113
CH,Champhai,Champhai,"125,370","3,168",39
KO,Kolasib,Kolasib,"83,054","1,386",60
LA,Lawngtlai,Lawngtlai,"117,444","2,519",46
LU,Lunglei,Lunglei,"154,094","4,572",34
MA,Mamit,Mamit,"85,757","2,967",28
SA,Saiha,Saiha,"56,366","1,414",40
SE,Serchhip,Serchhip,"64,875","1,424",46
Nagaland (NL)[edit],State,,,,
DI,Dimapur,Dimapur,"379,769",926,410
KI,Kiphire,Kiphire,"74,033","1,255",66
KO,Kohima,Kohima,"270,063","1,041",213
LO,Longleng,Longleng,"50,593",885,89
MK,Mokokchung,Mokokchung,"193,171","1,615",120
MN,Mon,Mon,"259,604","1,786",145
Not yet assigned,Noklak,Noklak,Survey pending,Pending,Pending
PE,Peren,Peren,"163,294","2,300",55
PH,Phek,Phek,"163,294","2,026",81
TU,Tuensang,Tuensang,"414,801","4,228",98
WO,Wokha,Wokha,"166,239","1,628",120
ZU,Zunheboto,Zunheboto,"141,014","1,255",112
Odisha (OD)[edit],State,,,,
AN,Angul,Angul,"1,271,703","6,347",199
BD,Boudh (Bauda),Boudh,"439,917","4,289",142
BH,Bhadrak,Bhadrak,"1,506,522","2,788",601
BL,Balangir,Balangir,"1,648,574","6,552",251
BR,Bargarh (Baragarh),Bargarh,"1,478,833","5,832",253
BW,Balasore,Balasore,"2,317,419","3,706",609
CU,Cuttack,Cuttack,"2,618,708","3,915",666
DE,Debagarh (Deogarh),Debagarh,"312,164","2,781",106
DH,Dhenkanal,Dhenkanal,"1,192,948","4,597",268
GN,Ganjam,Chhatrapur,"3,520,151","8,033",429
GP,Gajapati,Paralakhemundi,"575,880","3,056",133
JH,Jharsuguda,Jharsuguda,"579,499","2,202",274
JP,Jajpur,Panikoili,"1,826,275","2,885",630
JS,Jagatsinghpur,Jagatsinghpur,"1,136,604","1,759",681
KH,Khordha,Khordha,"2,246,341","2,888",799
KJ,Kendujhar (Keonjhar),Kendujhar,"1,802,777","8,336",217
KL,Kalahandi,Bhawanipatna,"1,573,054","8,197",199
KN,Kandhamal,Phulbani,"731,952","6,004",91
KO,Koraput,Koraput,"1,376,934","8,534",156
KP,Kendrapara,Kendrapara,"1,439,891","2,546",545
ML,Malkangiri,Malkangiri,"612,727","6,115",106
MY,Mayurbhanj,Baripada,"2,513,895","10,418",241
NB,Nabarangpur,Nabarangpur,"1,218,762","5,135",230
NU,Nuapada,Nuapada,"606,490","3,408",157
NY,Nayagarh,Nayagarh,"962,215","3,954",247
PU,Puri,Puri,"1,697,983","3,055",488
RA,Rayagada,Rayagada,"961,959","7,585",136
SA,Sambalpur,Sambalpur,"1,044,410","6,702",158
SO,Subarnapur (Sonepur),Subarnapur,"652,107","2,284",279
SU,Sundargarh,Sundargarh,"2,080,664","9,942",214
Puducherry (PY)[edit],State,,,,
KA,Karaikal,Karaikal,"200,314",160,"1,252"
MA,Mahe,Mahé,"41,934",9,"4,659"
PO,Pondicherry,Pondicherry,"946,600",293,"3,231"
YA,Yanam,Yanam,"55,616",17,"3,272"
Punjab (PB)[edit],State,,,,
AM,Amritsar,Amritsar,"2,490,891","2,673",932
BNL,Barnala,Barnala,"596,294","1,423",419
BA,Bathinda,Bathinda,"1,388,859","3,355",414
FI,Firozpur,Firozpur,"2,026,831","5,334",380
FR,Faridkot,Faridkot,"618,008","1,472",424
FT,Fatehgarh Sahib,Fatehgarh Sahib,"599,814","1,180",508
FA,Fazilka[11],Fazilka,Survey Pending,Pending,Pending
GU,Gurdaspur,Gurdaspur,"2,299,026","3,542",649
HO,Hoshiarpur,Hoshiarpur,"1,582,793","3,397",466
JA,Jalandhar,Jalandhar,"2,181,753","2,625",831
KA,Kapurthala,Kapurthala,"817,668","1,646",501
LU,Ludhiana,Ludhiana,"3,487,882","3,744",975
MA,Mansa,Mansa,"768,808","2,174",350
MO,Moga,Moga,"992,289","2,235",444
MU,Sri Muktsar Sahib,Sri Muktsar Sahib,"902,702","2,596",348
PA,Pathankot,Pathankot,"626,154",929,674
PA,Patiala,Patiala,"2,892,282","3,175",596
RU,Rupnagar,Rupnagar,"683,349","1,400",488
SAS,Sahibzada Ajit Singh Nagar,Mohali,"986,147","1,188",830
SA,Sangrur,Sangrur,"1,654,408","3,685",449
PB,Shahid Bhagat Singh Nagar,Nawanshahr,"614,362","1,283",479
TT,Tarn Taran,Tarn Taran Sahib,"1,120,070","2,414",464
Rajasthan (RJ)[edit],State,,,,
AJ,Ajmer,Ajmer,"2,584,913","8,481",305
AL,Alwar,Alwar,"3,671,999","8,380",438
BI,Bikaner,Bikaner,"2,367,745","27,244",78
BM,Barmer,Barmer,"2,604,453","28,387",92
BN,Banswara,Banswara,"1,798,194","5,037",399
BP,Bharatpur,Bharatpur,"2,549,121","5,066",503
BR,Baran,Baran,"1,223,921","6,955",175
BU,Bundi,Bundi,"1,113,725","5,550",193
BW,Bhilwara,Bhilwara,"2,410,459","10,455",230
CR,Churu,Churu,"2,041,172","16,830",148
CT,Chittorgarh,Chittorgarh,"1,544,392","10,856",193
DA,Dausa,Dausa,"1,637,226","3,429",476
DH,Dholpur,Dholpur,"1,207,293","3,084",398
DU,Dungarpur,Dungarpur,"1,388,906","3,771",368
GA,Ganganagar,Ganganagar,"1,969,520","10,990",179
HA,Hanumangarh,Hanumangarh,"1,779,650","9,670",184
JJ,Jhunjhunu,Jhunjhunu,"2,139,658","5,928",361
JL,Jalore,Jalore,"1,830,151","10,640",172
JO,Jodhpur,Jodhpur,"3,685,681","22,850",161
JP,Jaipur,Jaipur,"6,663,971","11,152",598
JS,Jaisalmer,Jaisalmer,"672,008","38,401",17
JW,Jhalawar,Jhalawar,"1,411,327","6,219",227
KA,Karauli,Karauli,"1,458,459","5,530",264
KO,Kota,Kota,"1,950,491","5,446",374
NA,Nagaur,Nagaur,"3,309,234","17,718",187
PA,Pali,Pali,"2,038,533","12,387",165
PG,Pratapgarh,Pratapgarh,"868,231","4,112",211
RA,Rajsamand,Rajsamand,"1,158,283","3,853",302
SK,Sikar,Sikar,"2,677,737","7,732",346
SM,Sawai Madhopur,Sawai Madhopur,"1,338,114","4,500",257
SR,Sirohi,Sirohi,"1,037,185","5,136",202
TO,Tonk,Tonk,"1,421,711","7,194",198
UD,Udaipur,Udaipur,"3,067,549","13,430",242
Sikkim (SK)[edit],State,,,,
ES,East Sikkim,Gangtok,"281,293",954,295
NS,North Sikkim,Mangan,"43,354","4,226",10
SS,South Sikkim,Namchi,"146,742",750,196
WS,West Sikkim,Geyzing,"136,299","1,166",117
Tamil Nadu (TN)[edit],State,,,,
AY,Ariyalur,Ariyalur,"752,481","3,208",Map
CH,Chennai,Chennai (Madras),"4,681,087",174,Map
CO,Coimbatore,Coimbatore,"3,472,578","7,469",Map
CU,Cuddalore,Cuddalore,"2,600,880","3,999",Map
DH,Dharmapuri,Dharmapuri,"1,502,900","4,532",Map
DI,Dindigul,Dindigul,"2,161,367","6,058",Map
ER,Erode,Erode,"2,259,608","5,714",Map
KL,Kallakurichi,Kallakurichi,Survey pending,Pending,
KC,Kanchipuram,Kanchipuram,"3,990,897","4,433",Map
KK,Kanyakumari,Nagercoil,"1,863,178","1,685",Map
KA,Karur,Karur,"1,076,588","2,901",Map
KR,Krishnagiri,Krishnagiri,"1,883,731","5,086",Map
MA,Madurai,Madurai,"3,991,038","3,676",Map
NG,Nagapattinam,Nagapattinam,"1,614,069","2,716",Map
NI,Nilgiris,Udagamandalam (Ootacamund/Ooty),"735,071","2,549",
NM,Namakkal,Namakkal,"1,721,179","3,429",Map
PE,Perambalur,Perambalur,"564,511","1,752",Map
PU,Pudukkottai,Pudukkottai,"1,918,725","4,651",Map
RA,Ramanathapuram,Ramanathapuram,"1,337,560","4,123",Map
SA,Salem,Salem,"3,480,008","5,245",Map
SI,Sivaganga,Sivaganga,"1,341,250","4,086",Map
TP,Tirupur,Tirupur,"2,471,222","5,106",
TC,Tiruchirappalli,Tiruchirappalli,"2,713,858","4,407",Map
TH,Theni,Theni,"1,243,684","3,066",Map
TI,Tirunelveli,Tirunelveli,"3,072,880","6,703",Map
TJ,Thanjavur,Thanjavur,"2,402,781","3,397",Map
TK,Thoothukudi,Thoothukudi (Tuticorin),"1,738,376","4,594",Map
TL,Tiruvallur,Tiruvallur,"3,725,697","3,424",Map
TR,Tiruvarur,Tiruvarur,"1,268,094","2,377",Map
TV,Tiruvannamalai,Tiruvannaamalai,"2,468,965","6,191",Map
VE,Vellore,Vellore,"3,928,106","6,077",Map
VL,Viluppuram,Viluppuram,"3,463,284","7,190",Map
VR,Virudhunagar,Virudhunagar,"1,943,309","3,446",Map
Telangana (TS)[edit],State,,,,
AD,Adilabad,Adilabad,"708,952","4,185.97",171
Not Yet Assigned,Komaram Bheem Asifabad,Asifabad,"515,835","4,300.16",106
Not Yet Assigned,Bhadradri Kothagudem,Kothagudem,"1,304,811","8,951.00",143
HY,Hyderabad,Hyderabad,"3,441,992","4,325.29",18172
Not Yet Assigned,Jagtial,Jagtial,"983,414","3,043.23",407
Not Yet Assigned,Jangaon,Jangaon,"582,457","2,187.50",259
Not Yet Assigned,Jayashankar Bhupalpally,Bhupalpalle,"712,257","6,361.70",115
Not Yet Assigned,Jogulamba Gadwal,Gadwal,"664,971","2,928.00",208
Not Yet Assigned,Kamareddy,Kamareddy,"972,625","3,651.00",266
KA,Karimnagar,Karimnagar,"1,016,063","2,379.07",473
KH,Khammam,Khammam,"1,401,639","4,453.00",321
Not Yet Assigned,Mahabubabad,Mahabubabad,"770,170","2,876.70",269
MA,Mahbubnagar,Mahbubnagar,"1,318,110","4,037.00",281
Not Yet Assigned,Mancherial,Mancherial,"807,037","4,056.36",201
ME,Medak,Medak,"767,428","2,740.89",275
Not Yet Assigned,Medchal,Malkajgiri,"2,542,203","5,005.98",2251
NA,Nalgonda,Nalgonda,"1,631,399","2,449.79",227
Not Yet Assigned,Nagarkurnool,Nagarkurnool,"893,308","6,545.00",124
Not Yet Assigned,Nirmal,Nirmal,"709,415","3,562.51",185
NI,Nizamabad,Nizamabad,"1,534,428","4,153.00",366
Not Yet Assigned,Peddapalli,Peddapalle,"795,332","4,614.74",356
Not Yet Assigned,Rajanna Sircilla,Sircilla,"546,121","2,030.89",273
RA,Ranga Reddy,Hyderabad,"2,551,731","1,038.00",486
Not Yet Assigned,Sangareddy,Sangareddy,"1,527,628","4,464.87",347
Not Yet Assigned,Siddipet,Siddipet,"993,376","3,425.19",279
Not Yet Assigned,Suryapet,Suryapet,"1,099,560","3,374.47",305
Not Yet Assigned,Vikarabad,Vikarabad,"881,250","3,385.00",274
Not Yet Assigned,Wanaparthy,Wanaparthy,"751,553","2,938.00",268
WL,Warangal (urban),Warangal,"1,135,707","1,304.50",826
Not Yet Assigned,Warangal (rural),Warangal,"716,457","2,175.50",330
Not Yet Assigned,Yadadri Bhuvanagiri,Bhongiri,"726,465","3,091.48",239
Tripura (TR)[edit],State,,,,
DH,Dhalai,Ambassa,"377,988","2,400",157
GM,Gomati,"Udaipur, Tripura","4,36,868",1522.8,287
KH,Khowai[12],Khowai,"3,27,391",1005.67,326
NT,North Tripura,Dharmanagar,"4,15,946",1444.5,288
SP,Sepahijala[13],Bishramganj,"4,84,233",1044.78,463
ST,South Tripura,Belonia,"4,33,737",1534.2,283
UK,Unokoti[14],Kailashahar,"2,77,335",591.93,469
WT,West Tripura,Agartala,"9,17,534",942.55,973
Uttar Pradesh (UP)[edit],State,,,,
AG,Agra,Agra,"4,380,793","4,027","1,084"
AL,Aligarh,Aligarh,"3,673,849","3,747","1,007"
AH,Allahabad,Allahabad,"5,959,798","5,481","1,087"
AN,Ambedkar Nagar,Akbarpur,"2,398,709","2,372","1,021"
CS,Amethi[15],Gauriganj,Survey Pending,Pending,Pending
JP,Amroha,Amroha,"1,838,771","2,321",818
AU,Auraiya,Auraiya,"1,372,287","2,051",681
AZ,Azamgarh,Azamgarh,"4,616,509","4,053","1,139"
BG,Bagpat,Baghpat,"1,302,156","1,345",986
BH,Bahraich,Bahraich,"2,384,239","4,926",415
BL,Ballia,Ballia,"3,223,642","2,981","1,081"
BP,Balrampur,Balrampur,"2,149,066","3,349",642
BN,Banda,Banda,"1,799,541","4,413",404
BB,Barabanki,Barabanki,"3,257,983","3,825",739
BR,Bareilly,Bareilly,"4,465,344","4,120","1,084"
BS,Basti,Basti,"2,461,056","2,687",916
BH,Bhadohi,Gyanpur,"1,554,203",960,"1,531"
BI,Bijnor,Bijnor,"3,683,896","4,561",808
BD,Budaun,Budaun,"3,712,738","5,168",718
BU,Bulandshahr,Bulandshahr,"3,498,507","3,719",788
CD,Chandauli,Chandauli,"1,952,713","2,554",768
CT,Chitrakoot,Karwi,"990,626","3,202",315
DE,Deoria,Deoria,"3,098,637","2,535","1,220"
ET,Etah,Etah,"1,761,152","2,456",717
EW,Etawah,Etawah,"1,579,160","2,287",683
FZ,Faizabad,Faizabad,"2,468,371","2,765","1,054"
FR,Farrukhabad,Fatehgarh,"1,887,577","2,279",865
FT,Fatehpur,Fatehpur,"2,632,684","4,152",634
FI,Firozabad,Firozabad,"2,496,761","2,361","1,044"
GB,Gautam Buddh Nagar,Noida,"1,674,714","1,269","1,252"
GZ,Ghaziabad,Ghaziabad,"4,661,452","1,175","3,967"
GP,Ghazipur,Ghazipur,"3,622,727","3,377","1,072"
GN,Gonda,Gonda,"3,431,386","4,425",857
GR,Gorakhpur,Gorakhpur,"4,436,275","3,325","1,336"
HM,Hamirpur,Hamirpur,"1,104,021","4,325",268
PN,Hapur,Hapur,"1,451,983",Pending,Pending
HR,Hardoi,Hardoi,"4,091,380","5,986",683
HT,Hathras,Hathras,"1,565,678","1,752",851
JL,Jalaun,Orai,"1,670,718","4,565",366
JU,Jaunpur,Jaunpur,"4,476,072","4,038","1,108"
JH,Jhansi,Jhansi,"2,000,755","5,024",398
KJ,Kannauj,Kannauj,"1,658,005","1,993",792
KD,Kanpur Dehat,Akbarpur,"1,795,092","3,021",594
KN,Kanpur Nagar,Kanpur,"4,572,951","3,156","1,415"
KR,Kasganj,Kasganj,"1,438,156","1,955",736
KS,Kaushambi,Manjhanpur,"1,596,909","1,837",897
KU,Kushinagar,Padrauna,"3,560,830","2,909","1,226"
LK,Lakhimpur Kheri,Lakhimpur,"4,013,634","7,674",523
LA,Lalitpur,Lalitpur,"1,218,002","5,039",242
LU,Lucknow,Lucknow,"4,588,455","2,528","1,815"
MG,Maharajganj,Maharajganj,"2,665,292","2,953",903
MH,Mahoba,Mahoba,"876,055","2,847",288
MP,Mainpuri,Mainpuri,"1,847,194","2,760",670
MT,Mathura,Mathura,"2,541,894","3,333",761
MB,Mau,Mau,"2,205,170","1,713","1,287"
ME,Meerut,Meerut,"3,447,405","2,522","1,342"
MI,Mirzapur,Mirzapur,"2,494,533","4,522",561
MO,Moradabad,Moradabad,"4,773,138","3,718","1,284"
MU,Muzaffarnagar,Muzaffarnagar,"4,138,605","4,008","1,033"
PI,Pilibhit,Pilibhit,"2,037,225","3,499",567
PR,Pratapgarh,Pratapgarh,"3,173,752","3,717",854
RB,Raebareli,Raebareli,"3,404,004","4,609",739
RA,Rampur,Rampur,"2,335,398","2,367",987
SA,Saharanpur,Saharanpur,"3,464,228","3,689",939
SM,Sambhal,Sambhal,"2,217,020",,
SK,Sant Kabir Nagar,Khalilabad,"1,714,300","1,442","1,014"
SJ,Shahjahanpur,Shahjahanpur,"3,002,376","4,575",673
SH,Shamli[16],Shamli,Survey Pending,Pending,Pending
SV,Shravasti,Shravasti,"1,114,615","1,948",572
SN,Siddharthnagar,Naugarh,"2,553,526","2,751",882
SI,Sitapur,Sitapur,"4,474,446","5,743",779
SO,Sonbhadra,Robertsganj,"1,862,612","6,788",274
SU,Sultanpur,Sultanpur,"3,790,922","4,436",855
UN,Unnao,Unnao,"3,110,595","4,561",682
VA,Varanasi,Varanasi,"3,682,194","1,535","2,399"
Uttarakhand (UK)[edit],State,,,,
AL,Almora,Almora,"621,927","3,090",198
BA,Bageshwar,Bageshwar,"259,840","2,310",116
CL,Chamoli,Gopeshwar,"391,114","7,692",49
CP,Champawat,Champawat,"259,315","1,781",147
DD,Dehradun,Dehradun,"1,698,560","3,088",550
HA,Haridwar,Haridwar,"1,927,029","2,360",817
NA,Nainital,Nainital,"955,128","3,853",225
PG,Pauri Garhwal,Pauri,"686,527","5,438",129
PI,Pithoragarh,Pithoragarh,"485,993","7,110",69
RP,Rudraprayag,Rudraprayag,"236,857","1,896",119
TG,Tehri Garhwal,New Tehri,"616,409","4,085",169
US,Udham Singh Nagar,Rudrapur,"1,648,367","2,912",648
UT,Uttarkashi,Uttarkashi,"329,686","7,951",41
West Bengal (WB)[edit],State,,,,
AD,Alipurduar,Alipurduar,"1,700,000","3,383",400
BN,Bankura,Bankura,"3,596,292","6,882",523
BR,Paschim Bardhaman,Asansol,"2,882,031","1,603","1,100"
BR,Purba Bardhaman,Bardhaman,"4,835,532","5,433",890
BI,Birbhum,Suri,"3,502,387","4,545",771
KB,Cooch Behar,Cooch Behar,"2,822,780","3,387",833
DD,Dakshin Dinajpur,Balurghat,"1,670,931","2,183",753
DA,Darjeeling,Darjeeling,"1,842,034","3,149",585
HG,Hooghly,Chinsurah,"5,520,389","3,149","1,753"
HR,Howrah,Howrah,"4,841,638","1,467","3,300"
JA,Jalpaiguri,Jalpaiguri,"3,869,675","6,227",621
JH,Jhargram,Jhargram,"1,136,548","3,038",370
KA,Kalimpong,Kalimpong,"251,642","1,054",239
KO,Kolkata,Kolkata,"4,486,679",185,"24,252"
MA,Maldah,English Bazar,"3,997,970","3,733","1,071"
MSD,Murshidabad,Baharampur,"7,102,430","5,324","1,334"
NA,Nadia,Krishnanagar,"5,168,488","3,927","1,316"
PN,North 24 Parganas,Barasat,"10,082,852","4,094","2,463"
PM,Paschim Medinipur,Midnapore,"5,094,238","9,345","1,076"
PR,Purba Medinipur,Tamluk,"4,417,377","4,736",923
PU,Purulia,Purulia,"2,927,965","6,259",468
PS,South 24 Parganas,Alipore,"8,153,176","9,960",819
UD,Uttar Dinajpur,Raiganj,"3,000,849","3,180",956